support,confidence,antecedent,consequent
0.005,0.208,[Grupo Modelo S.A. de C.V.=Negra Modelo],[Lagunitas Brewing Company=IPA]-[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.714,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]-[Sapporo Breweries=Sapporo Premium Beer],[Stella Artois=Stella Artois]
0.005,0.357,[New Belgium Brewing Company=Ranger],[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.556,[Deschutes Brewery=Foray],[Stone Brewing Co.=Stone Saison]
0.005,0.556,[Firestone Walker Brewing Company=805 Blonde]-[New Belgium Brewing Company=Fat Tire],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.200,[Shock Top Brewing Co.=Belgian White],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Anchor Brewing Company=Anchor Steam Beer]-[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.238,[The Bruery=Mischief],[Stone Brewing Co.=Stone Smoked Porter]
0.005,0.385,[Lagunitas Brewing Company=IPA]-[Bear Republic Brewing Co.=Racer 5 IPA®],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.556,[Firestone Walker Brewing Company=Velvet Merlin]-[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Central Coast Brewing=Stenner Creek Stout]
0.008,0.368,[Saint Archer Brewing Company=White Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.010,0.375,[Firestone Walker Brewing Company=Pivo Pils],[Firestone Walker Brewing Company=805 Blonde]
0.009,0.400,[Lagunitas Brewing Company=Lagunitas Sucks],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Heretic Brewing Company=Chocolate Hazelnut Porter]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.833,[Firestone Walker Brewing Company=Pivo Pils]-[Stone Brewing Co.=Stone Ruination IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Dogfish Head Craft Brewery=90 Minute IPA]-[Firestone Walker Brewing Company=Agrestic]
0.005,0.278,[Anderson Valley Brewing Company=Wild Turkey Bourbon Barrel Stout],[Guinness=Guinness Draught]
0.007,0.286,[Heretic Brewing Company=Chocolate Hazelnut Porter],[BarrelHouse Brewing Co=BarrelHouse Stout]
0.007,0.273,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[New Belgium Brewing Company=Fat Tire]
0.007,0.261,[New Belgium Brewing Company=Snapshot],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=805 Blonde]-[Stone Brewing Co.=Stone IPA]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Agrestic]
0.007,0.353,[Knee Deep Brewing Company=Hoptologist DIPA],[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]
0.005,0.714,[Sierra Nevada Brewing Co.=Pale Ale]-[Grupo Modelo S.A. de C.V.=Negra Modelo],[Lagunitas Brewing Company=IPA]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.455,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Sierra Nevada Brewing Co.=Pale Ale],[Stone Brewing Co.=Delicious IPA]
0.009,0.267,[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Karl Strauss Brewing Company=Red Trolley Ale]-[New Belgium Brewing Company=Fat Tire]
0.009,0.348,[Anchor Brewing Company=Anchor Steam Beer],[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest]
0.005,0.294,[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA],[Firestone Walker Brewing Company=Wookey Jack]
0.007,0.462,[New Belgium Brewing Company=La Folie (Lips of Faith) (2014)],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.007,0.231,[Deschutes Brewery=Mirror Pond Pale Ale],[Boston Beer Company (Samuel Adams)=Samuel Adams Boston Lager]
0.005,0.500,[Ninkasi Brewing Company=Tricerahops Double IPA],[The Bruery=Mischief]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.217,[Firestone Walker Brewing Company=Oaktoberfest],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.278,[Heineken=Heineken],[Grupo Modelo S.A. de C.V.=Negra Modelo]
0.005,0.714,[Bear Republic Brewing Co.=Racer 5 IPA®]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Lagunitas Brewing Company=IPA]
0.005,0.833,[The Bruery=Mischief]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.316,[Kirin Brewery Company=Ichiban (Ichiban Shibori)],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.240,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.312,[Central Coast Brewing=Terrace Hill Double IPA],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.833,[Anchor Brewing Company=Anchor Steam Beer]-[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.294,[Stone Brewing Co.=Xocoveza Mocha Stout],[Hangar 24 Craft Brewery=Barrel Roll No. 3 - Pugachev's Cobra (2014)]
0.005,0.294,[Russian River Brewing Company=Blind Pig IPA],[Russian River Brewing Company=Pliny the Elder]
0.005,0.263,[Saint Archer Brewing Company=White Ale],[Boulevard Brewing Co.=Tank 7 Farmhouse Ale]
0.005,0.250,[Oskar Blues Brewery=Dale's Pale Ale],[Mendocino Brewing Company=Eye of the Hawk (Imperial Ale)]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Firestone Walker Brewing Company=805 Blonde]
0.012,0.250,[Lagunitas Brewing Company=IPA],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.294,[Karl Strauss Brewing Company=Red Trolley Ale],[Boston Beer Company (Samuel Adams)=Samuel Adams Boston Lager]
0.005,0.312,[New Belgium Brewing Company=Rampant],[Firestone Walker Brewing Company=805 Blonde]-[Goose Island Beer Co.=Goose IPA]
0.005,0.417,[Hangar 24 Craft Brewery=Chocolate Porter],[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Easy Jack]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Firestone Walker Brewing Company=Velvet Merlin]-[Central Coast Brewing=Stenner Creek Stout]
0.005,0.714,[Firestone Walker Brewing Company=805 Blonde]-[Kona Brewing Company=Fire Rock Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.833,[Firestone Walker Brewing Company=Easy Jack]-[New Belgium Brewing Company=Rampant],[Heretic Brewing Company=Evil Twin]
0.007,0.222,[Firestone Walker Brewing Company=Pale 31],[Lost Coast Brewery=Great White]
0.008,0.292,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.556,[Firestone Walker Brewing Company=805 Blonde]-[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.714,[Firestone Walker Brewing Company=805 Blonde]-[Kona Brewing Company=Fire Rock Pale Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.007,0.429,[New Belgium Brewing Company=Accumulation],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.462,[Anchor Brewing Company=Liberty Ale],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.714,[Firestone Walker Brewing Company=Easy Jack]-[Sapporo Breweries=Sapporo Premium Beer],[Anchor Brewing Company=Anchor Steam Beer]
0.007,0.250,[Grupo Modelo S.A. de C.V.=Modelo Especial],[Firestone Walker Brewing Company=805 Blonde]-[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.385,[Sierra Nevada Brewing Co.=Hop Hunter IPA],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.007,0.429,[Sierra Nevada Brewing Co.=Narwhal Imperial Stout],[Mammoth Brewing Company=Double Nut Brown]
0.007,0.429,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.238,[The Bruery=Mischief],[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]
0.007,0.429,[The Bruery=Tart of Darkness (2014)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.833,[Firestone Walker Brewing Company=Union Jack IPA]-[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Easy Jack]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.312,[Plzeňský Prazdroj=Pilsner Urquell],[Grupo Modelo S.A. de C.V.=Negra Modelo]
0.005,0.294,[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA],[Rogue Ales & Spirits=Hazelnut Brown Nectar]
0.007,0.207,[Firestone Walker Brewing Company=Union Jack IPA],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.714,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Firestone Walker Brewing Company=Wookey Jack],[Lagunitas Brewing Company=IPA]
0.005,0.333,[Lagunitas Brewing Company=Cappuccino Stout],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.008,0.241,[Firestone Walker Brewing Company=Union Jack IPA],[Firestone Walker Brewing Company=Pale 31]
0.005,0.263,[Firestone Walker Brewing Company=Agrestic],[Russian River Brewing Company=Blind Pig IPA]
0.008,0.467,[Saint Archer Brewing Company=Pale Ale],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.238,[The Bruery=Mischief],[Green Flash Brewing Co.=West Coast IPA (2014)]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Big Sky Brewing Company=Moose Drool Brown Ale]
0.007,0.857,[Deschutes Brewery=Mirror Pond Pale Ale]-[Firestone Walker Brewing Company=Easy Jack],[Karl Strauss Brewing Company=Tower 10 IPA]
0.005,0.208,[BarrelHouse Brewing Co=Sunny Daze - Clementine Blonde Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.294,[Anderson Valley Brewing Company=Boont Amber Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.273,[Stone Brewing Co.=19th Anniversary Thunderstruck IPA],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.010,0.600,[Kona Brewing Company=Big Wave Golden Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,1.000,[Firestone Walker Brewing Company=Union Jack IPA]-[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA]
0.005,0.263,[Kirin Brewery Company=Ichiban (Ichiban Shibori)],[Firestone Walker Brewing Company=Pale 31]
0.005,1.000,[Blue Moon Brewing Company=Belgian White]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Easy Jack]
0.005,0.417,[Ninkasi Brewing Company=Oatis Oatmeal Stout],[Stone Brewing Co.=Stone Smoked Porter]
0.005,0.500,[Belching Beaver=Beavers Milk],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.261,[Stone Brewing Co.=Delicious IPA],[Dogfish Head Craft Brewery=90 Minute IPA]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Central Coast Brewing=Terrace Hill Double IPA]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Deschutes Brewery=Obsidian Stout]
0.010,0.360,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Lagunitas Brewing Company=IPA]
0.005,0.357,[Green Flash Brewing Co.=Double Stout],[Allagash Brewing Company=Curieux]
0.005,0.833,[Lagunitas Brewing Company=Lagunitas Sucks]-[Firestone Walker Brewing Company=Agrestic],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.010,0.214,[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Lagunitas Brewing Company=Lagunitas Sucks]
0.007,0.545,[Firestone Walker Brewing Company=805 Blonde]-[Stella Artois=Stella Artois],[Firestone Walker Brewing Company=Pivo Pils]
0.009,0.500,[Golden Road Brewing=Point The Way IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.385,[Drake's Brewing Company=Black Robusto Porter],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.556,[Deschutes Brewery=Fresh Squeezed IPA]-[Firestone Walker Brewing Company=Opal],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.294,[North Coast Brewing Company=Pranqster],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Stone Brewing Co.=Stone Go To IPA]
0.005,0.312,[Golden Road Brewing=Point The Way IPA],[Saint Archer Brewing Company=Pale Ale]
0.007,0.261,[Stone Brewing Co.=Delicious IPA],[Firestone Walker Brewing Company=Opal]
0.007,0.353,[Lost Coast Brewery=Great White],[Firestone Walker Brewing Company=Pale 31]
0.007,0.462,[New Belgium Brewing Company=Blue Paddle],[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA]
0.007,0.240,[Firestone Walker Brewing Company=Opal],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Kern River Brewing Company=Just Outstanding IPA]
0.005,0.455,[Heretic Brewing Company=Evil Cousin],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.012,0.379,[Anheuser-Busch=Bud Light],[Coors Brewing Company=Coors Light]
0.005,0.312,[Goose Island Beer Co.=Bourbon County Brand Stout],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.833,[Bruery Terreux®=Saison Rue],[The Bruery=Mischief]
0.005,0.238,[Heretic Brewing Company=Chocolate Hazelnut Porter],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.625,[New Belgium Brewing Company=Le Terroir (Lips of Faith)],[The Bruery=Rueuze]
0.007,0.286,[The Bruery=Mischief],[Firestone Walker Brewing Company=Double Jack]
0.005,0.208,[BarrelHouse Brewing Co=Sunny Daze - Clementine Blonde Ale],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.312,[BarrelHouse Brewing Co=Templeton - Kolsch Style Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.238,[The Bruery=Mischief],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.357,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.294,[Russian River Brewing Company=Blind Pig IPA],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.261,[Stone Brewing Co.=Delicious IPA],[Dogfish Head Craft Brewery=60 Minute IPA]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[The Dudes' Brewing Company=Double Trunk DIPA]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Ballast Point Brewing & Spirits=Big Eye IPA]
0.014,0.295,[Firestone Walker Brewing Company=Easy Jack],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.227,[Stone Brewing Co.=19th Anniversary Thunderstruck IPA],[Russian River Brewing Company=Pliny the Elder]
0.005,0.357,[Alpine Beer Company (CA)=Nelson],[Alpine Beer Company (CA)=Duet]
0.007,0.231,[Deschutes Brewery=Mirror Pond Pale Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.833,[Firestone Walker Brewing Company=Easy Jack]-[Trumer=Trumer Pils],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.357,[Lagunitas Brewing Company=Hop Stoopid],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.007,0.261,[Stone Brewing Co.=Delicious IPA],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.208,[BarrelHouse Brewing Co=Sunny Daze - Clementine Blonde Ale],[Lagunitas Brewing Company=IPA]
0.007,0.750,[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.357,[The Bruery=Tart of Darkness (2014)],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]
0.005,0.227,[Central Coast Brewing=Lucky Day IPA],[Stone Brewing Co.=Stone Ruination IPA]
0.007,0.240,[Stone Brewing Co.=Stone Cali-Belgique IPA],[Stone Brewing Co.=Stone Ruination IPA]
0.005,0.263,[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager],[Stone Brewing Co.=Stone IPA]
0.005,0.217,[New Belgium Brewing Company=Snapshot],[Allagash Brewing Company=White]
0.005,0.833,[Stone Brewing Co.=Stone IPA]-[New Belgium Brewing Company=Fat Tire],[Lagunitas Brewing Company=IPA]-[Dogfish Head Craft Brewery=60 Minute IPA]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.005,0.357,[Alpine Beer Company (CA)=Nelson],[Lagunitas Brewing Company=Lagunitas Sucks]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.833,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Union Jack IPA],[Blue Moon Brewing Company=Belgian White]
0.005,0.312,[Drake's Brewing Company=Denogginizer],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.833,[Sierra Nevada Brewing Co.=Torpedo Extra IPA]-[Firestone Walker Brewing Company=Easy Jack],[Lagunitas Brewing Company=IPA]
0.007,0.600,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Stone Brewing Co.=Delicious IPA]
0.009,0.348,[Stone Brewing Co.=Delicious IPA],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.385,[New Belgium Brewing Company=La Folie (Lips of Faith) (2014)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.009,0.348,[Stone Brewing Co.=Delicious IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.455,[Mother Earth Brew Co. (California)=Sin-Tax Imperial Stout (Peanut Butter)],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.385,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Lagunitas Brewing Company=IPA]
0.005,0.714,[Deschutes Brewery=Mirror Pond Pale Ale]-[Sapporo Breweries=Sapporo Premium Beer],[New Belgium Brewing Company=Fat Tire]
0.005,0.833,[Stone Brewing Co.=Stone Ruination IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.294,[Stone Brewing Co.=Stochasticity Project: Master of Disguise],[Lagunitas Brewing Company=IPA]-[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.007,0.353,[Stone Brewing Co.=Stochasticity Project: Master of Disguise],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.227,[Central Coast Brewing=Lucky Day IPA],[Belching Beaver=Me So Honey]
0.005,0.227,[Central Coast Brewing=Lucky Day IPA],[Stone Brewing Co.=Delicious IPA]
0.007,0.375,[New Belgium Brewing Company=Rampant],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.357,[Bayerische Staatsbrauerei Weihenstephan=Weihenstephaner Hefeweissbier],[Lagunitas Brewing Company=IPA]
0.009,0.348,[Anchor Brewing Company=Anchor Steam Beer],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.227,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Port Brewing Company=Wipeout IPA]
0.005,0.217,[Anchor Brewing Company=Anchor Steam Beer],[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White]
0.005,0.208,[Grupo Modelo S.A. de C.V.=Negra Modelo],[Lagunitas Brewing Company=IPA]-[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.312,[New Belgium Brewing Company=Slow Ride],[Sierra Nevada Brewing Co.=Pale Ale]
0.007,0.316,[Alaskan Brewing Co.=Amber],[Stone Brewing Co.=Stone IPA]
0.010,0.265,[Sierra Nevada Brewing Co.=Pale Ale],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.714,[Dogfish Head Craft Brewery=90 Minute IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Firestone Walker Brewing Company=Agrestic]
0.005,0.250,[Oskar Blues Brewery=Dale's Pale Ale],[Kona Brewing Company=Fire Rock Pale Ale]
0.005,0.625,[Lagunitas Brewing Company=Lagunitas Sucks]-[Firestone Walker Brewing Company=Double Jack],[Firestone Walker Brewing Company=Agrestic]
0.005,1.000,[Firestone Walker Brewing Company=Pivo Pils]-[Sapporo Breweries=Sapporo Premium Beer]-[Stella Artois=Stella Artois],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.455,[Allagash Brewing Company=Curieux],[Green Flash Brewing Co.=Double Stout]
0.005,0.263,[Kirin Brewery Company=Ichiban (Ichiban Shibori)],[Lagunitas Brewing Company=IPA]
0.005,0.333,[Green Flash Brewing Co.=West Coast IPA (2014)],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.714,[Heretic Brewing Company=Chocolate Hazelnut Porter]-[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.286,[Figueroa Mountain Brewing Co.=Danish Red Lager],[Mother Earth Brew Co. (California)=Cali' Creamin']
0.005,0.556,[BarrelHouse Brewing Co=BarrelHouse Pale Ryder - Rye Style Ale],[Firestone Walker Brewing Company=Pivo Pils]
