support,confidence,antecedent,consequent
0.005,0.333,[Kona Brewing Company=Big Wave Golden Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Kona Brewing Company=Fire Rock Pale Ale]
0.009,0.320,[Guinness=Guinness Draught],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.200,[21st Amendment Brewery=Back in Black],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.714,[Lagunitas Brewing Company=IPA]-[New Belgium Brewing Company=Blue Paddle],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.556,[Stone Brewing Co.=Stochasticity Project: Quadrotriticale],[Karl Strauss Brewing Company=Five Wee Heavy Bells]
0.007,0.375,[Modern Times Beer=Blazing World],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.833,[Firestone Walker Brewing Company=Union Jack IPA]-[Blue Moon Brewing Company=Belgian White],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Firestone Walker Brewing Company=Opal]
0.007,0.300,[Lagunitas Brewing Company=Lagunitas Sucks],[Firestone Walker Brewing Company=Agrestic]
0.005,0.455,[Uinta Brewing Company=Hop Nosh IPA],[Firestone Walker Brewing Company=Wookey Jack]
0.007,0.300,[Stone Brewing Co.=Stone Ruination IPA],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.625,[Alpine Beer Company (CA)=Nelson]-[Ballast Point Brewing & Spirits=Victory at Sea],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.278,[Stone Brewing Co.=Ruination Double IPA 2.0],[Firestone Walker Brewing Company=Union Jack IPA]
0.007,0.214,[Firestone Walker Brewing Company=Velvet Merlin],[Firestone Walker Brewing Company=Velvet Merkin]
0.009,0.296,[New Belgium Brewing Company=Fat Tire],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.278,[Heretic Brewing Company=Shallow Grave],[The Bruery=Mischief]
0.007,0.286,[Heretic Brewing Company=Chocolate Hazelnut Porter],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.333,[Kona Brewing Company=Big Wave Golden Ale],[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.312,[Speakeasy Ales & Lagers=Prohibition Ale],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.312,[Green Flash Brewing Co.=Green Bullet],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.357,[New Belgium Brewing Company=Ranger],[Goose Island Beer Co.=Goose IPA]
0.005,0.312,[Central Coast Brewing=Terrace Hill Double IPA],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.294,[Stone Brewing Co.=Stone Go To IPA],[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest]
0.005,0.312,[Figueroa Mountain Brewing Co.=FMB 101],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.207,[Firestone Walker Brewing Company=Union Jack IPA],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.250,[Sierra Nevada Brewing Co.=Kellerweis],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.200,[Firestone Walker Brewing Company=Opal],[Anderson Valley Brewing Company=Barney Flats Oatmeal Stout]
0.007,0.400,[Kern River Brewing Company=Just Outstanding IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.240,[21st Amendment Brewery=Back in Black],[Big Sky Brewing Company=Moose Drool Brown Ale]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Belching Beaver=Peanut Butter Milk Stout]
0.009,0.286,[Firestone Walker Brewing Company=Wookey Jack],[The Bruery=Mischief]
0.005,0.333,[Sierra Nevada Brewing Co.=Beer Camp Hoppy Lager (2015)],[Central Coast Brewing=Lucky Day IPA]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.833,[Karl Strauss Brewing Company=Red Trolley Ale]-[New Belgium Brewing Company=Fat Tire],[Firestone Walker Brewing Company=Pivo Pils]
0.007,0.333,[Coronado Brewing Company=Idiot IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.300,[Oskar Blues Brewery=Dale's Pale Ale],[Firestone Walker Brewing Company=Union Jack IPA]
0.007,0.250,[Firestone Walker Brewing Company=Pivo Pils],[Deschutes Brewery=Mirror Pond Pale Ale]
0.007,0.214,[Firestone Walker Brewing Company=Wookey Jack],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.011,0.345,[Firestone Walker Brewing Company=Union Jack IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.316,[Rogue Ales & Spirits=Hazelnut Brown Nectar],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.294,[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA],[Golden Road Brewing=Get Up Offa That Brown]
0.005,0.250,[Stone Brewing Co.=Stone Ruination IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.714,[Lagunitas Brewing Company=IPA]-[Anchor Brewing Company=Liberty Ale],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.455,[Guinness=Guinness Extra Stout (Canada / USA)],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.357,[Drake's Brewing Company=Aroma Coma],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,1.000,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]-[Lagunitas Brewing Company=Imperial Red Ale],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Easy Jack],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.833,[Stone Brewing Co.=Stone IPA]-[New Belgium Brewing Company=Blue Paddle],[Deschutes Brewery=Mirror Pond Pale Ale]-[Lagunitas Brewing Company=IPA]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack]
0.005,0.227,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Sierra Nevada Brewing Co.=Hop Hunter IPA]
0.005,0.833,[Ballast Point Brewing & Spirits=Calm Before The Storm]-[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Lagunitas Brewing Company=IPA]-[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.556,[Deschutes Brewery=Fresh Squeezed IPA]-[Firestone Walker Brewing Company=Opal],[Firestone Walker Brewing Company=Velvet Merlin]
0.008,0.538,[Green Flash Brewing Co.=Road Warrior],[Firestone Walker Brewing Company=Opal]
0.007,0.353,[Stone Brewing Co.=Stochasticity Project: Master of Disguise],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.833,[Kona Brewing Company=Fire Rock Pale Ale]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.417,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA],[Firestone Walker Brewing Company=Pale 31]
0.005,0.357,[New Belgium Brewing Company=Ranger],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.005,0.263,[Pizza Port Brewing Co.=Swami's IPA],[Lagunitas Brewing Company=IPA]
0.005,0.833,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Pivo Pils],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.009,0.235,[Sierra Nevada Brewing Co.=Pale Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.625,[Sierra Nevada Brewing Co.=Pale Ale]-[Sapporo Breweries=Sapporo Premium Beer],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.357,[Firestone Walker Brewing Company=Velvet Merkin],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.357,[Sierra Nevada Brewing Co.=Narwhal Imperial Stout],[Ballast Point Brewing & Spirits=Victory at Sea]
0.014,0.220,[Firestone Walker Brewing Company=805 Blonde],[Firestone Walker Brewing Company=Easy Jack]
0.007,0.286,[Figueroa Mountain Brewing Co.=Danish Red Lager],[21st Amendment Brewery=Hell or High Watermelon]
0.009,0.286,[Firestone Walker Brewing Company=Wookey Jack],[Lagunitas Brewing Company=IPA]
0.005,0.833,[Firestone Walker Brewing Company=Pale 31]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.250,[Modern Times Beer=Black House],[Central Coast Brewing=Stenner Creek Stout]
0.007,0.300,[Stone Brewing Co.=Stone Ruination IPA],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.556,[Lagunitas Brewing Company=Lagunitas Sucks]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Firestone Walker Brewing Company=Agrestic]
0.007,0.857,[Golden Road Brewing=Point The Way IPA]-[Firestone Walker Brewing Company=Easy Jack],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.375,[Green Flash Brewing Co.=Green Bullet],[Stone Brewing Co.=Stone IPA]
0.005,0.714,[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Pale 31],[Stone Brewing Co.=Stone IPA]
0.005,0.294,[Stone Brewing Co.=Stochasticity Project: Master of Disguise],[Lagunitas Brewing Company=IPA]
0.005,1.000,[North Coast Brewing Company=Scrimshaw Pilsner]-[Sierra Nevada Brewing Co.=Pale Ale],[Stella Artois=Stella Artois]
0.007,0.667,[BarrelHouse Brewing Co=BarrelHouse Pale Ryder - Rye Style Ale],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.312,[Modern Times Beer=Blazing World],[Drake's Brewing Company=1500 Pale Ale]
0.005,0.333,[Guinness=Smithwick's Draught / Premium Irish Ale / Red Ale],[Boston Beer Company (Samuel Adams)=Samuel Adams Boston Lager]
0.005,0.217,[Anchor Brewing Company=Anchor Steam Beer],[Lagunitas Brewing Company=IPA]-[Plzeňský Prazdroj=Pilsner Urquell]
0.008,0.304,[Anchor Brewing Company=Anchor Steam Beer],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.208,[Modern Times Beer=Black House],[Firestone Walker Brewing Company=Opal]
0.005,0.417,[Heretic Brewing Company=Evil Twin],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.217,[Pabst Brewing Company=Pabst Blue Ribbon],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.250,[Grupo Modelo S.A. de C.V.=Modelo Especial],[Deschutes Brewery=Mirror Pond Pale Ale]
0.008,0.241,[Firestone Walker Brewing Company=Union Jack IPA],[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest]
0.009,0.205,[Ballast Point Brewing & Spirits=Sculpin IPA],[Stone Brewing Co.=Stochasticity Project: Master of Disguise]
0.005,0.227,[Stone Brewing Co.=19th Anniversary Thunderstruck IPA],[Belching Beaver=Peanut Butter Milk Stout]
0.008,0.259,[Firestone Walker Brewing Company=Pale 31],[Firestone Walker Brewing Company=Easy Jack]
0.010,0.429,[Figueroa Mountain Brewing Co.=Danish Red Lager],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Sierra Nevada Brewing Co.=Pale Ale],[Stone Brewing Co.=Stone IPA]
0.005,0.417,[Stone Brewing Co.=18th Anniversary IPA],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.312,[Drake's Brewing Company=Denogginizer],[Modern Times Beer=Black House]
0.007,0.273,[Stone Brewing Co.=19th Anniversary Thunderstruck IPA],[Drake's Brewing Company=Denogginizer]
0.010,0.429,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Firestone Walker Brewing Company=Velvet Merlin]
0.007,0.240,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Stone Brewing Co.=Stone Ruination IPA]
0.005,1.000,[Hangar 24 Craft Brewery=Chocolate Porter]-[Ninkasi Brewing Company=Oatis Oatmeal Stout],[Stone Brewing Co.=Stone Smoked Porter]
0.005,0.385,[Ninkasi Brewing Company=Total Domination IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.385,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=Easy Jack],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.500,[Staatliches Hofbräuhaus München=Hofbräu Oktoberfestbier],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.238,[The Bruery=Mischief],[Ballast Point Brewing & Spirits=Sculpin IPA]-[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.227,[Central Coast Brewing=Lucky Day IPA],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.294,[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA],[Russian River Brewing Company=Pliny the Elder]
0.005,1.000,[Drake's Brewing Company=1500 Pale Ale]-[Firestone Walker Brewing Company=Easy Jack],[Lagunitas Brewing Company=IPA]
0.005,0.294,[Anderson Valley Brewing Company=Boont Amber Ale],[Lagunitas Brewing Company=IPA]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[BarrelHouse Brewing Co=Sunny Daze - Clementine Blonde Ale]
0.005,0.833,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]-[Firestone Walker Brewing Company=Easy Jack],[Sierra Nevada Brewing Co.=Pale Ale]-[Sapporo Breweries=Sapporo Premium Beer]
0.007,0.207,[Bear Republic Brewing Co.=Racer 5 IPA®],[New Belgium Brewing Company=Fat Tire]
0.010,0.360,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.263,[Firestone Walker Brewing Company=Agrestic],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[The Bruery=Tart of Darkness (2014)]
0.012,0.407,[Ballast Point Brewing & Spirits=Victory at Sea],[Russian River Brewing Company=Pliny the Elder]
0.007,0.214,[Sapporo Breweries=Sapporo Premium Beer],[Deschutes Brewery=Mirror Pond Pale Ale]-[Grupo Modelo S.A. de C.V.=Modelo Especial]
0.005,0.294,[Sierra Nevada Brewing Co.=Nooner Pilsner],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Alpine Beer Company (CA)=Nelson]
0.007,0.222,[Firestone Walker Brewing Company=Pale 31],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.294,[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA],[Green Flash Brewing Co.=Double Stout]
0.005,0.357,[Green Flash Brewing Co.=Double Stout],[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA]
0.005,0.556,[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale],[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]
0.005,0.833,[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Ballast Point Brewing & Spirits=Victory at Sea],[Firestone Walker Brewing Company=Agrestic]
0.005,1.000,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack]-[Firestone Walker Brewing Company=Pivo Pils],[Sierra Nevada Brewing Co.=Pale Ale]
0.007,0.353,[Trumer=Trumer Pils],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.857,[Lagunitas Brewing Company=IPA]-[New Belgium Brewing Company=Blue Paddle],[Stone Brewing Co.=Stone IPA]
0.005,0.625,[Stone Brewing Co.=Stochasticity Project: Master of Disguise]-[Firestone Walker Brewing Company=Velvet Mocha Merlin],[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)]
0.005,0.200,[21st Amendment Brewery=Back in Black],[Modern Times Beer=Black House]
0.005,0.294,[Sierra Nevada Brewing Co.=Nooner Pilsner],[Sierra Nevada Brewing Co.=Kellerweis]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]
0.005,0.333,[Kona Brewing Company=Fire Rock Pale Ale],[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=Easy Jack]
0.005,0.294,[Lagunitas Brewing Company=Night Time Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.714,[Sierra Nevada Brewing Co.=CANfusion],[Lagunitas Brewing Company=IPA]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.208,[BarrelHouse Brewing Co=Sunny Daze - Clementine Blonde Ale],[Golden Road Brewing=Heal The Bay IPA]
0.005,0.833,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Pivo Pils],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.625,[Lagunitas Brewing Company=The Waldos' Special Ale (AKA Waldo's 420) (2015)],[Alpine Beer Company (CA)=Nelson]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.312,[Drake's Brewing Company=Denogginizer],[Lagunitas Brewing Company=Lagunitas Sucks]-[Firestone Walker Brewing Company=Double Jack]
0.005,0.714,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Firestone Walker Brewing Company=Wookey Jack],[The Bruery=Mischief]
0.005,1.000,[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA]-[Dogfish Head Craft Brewery=60 Minute IPA],[New Belgium Brewing Company=Fat Tire]
0.005,0.333,[Brouwerij St. Bernardus=St. Bernardus Abt 12],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.008,0.318,[Central Coast Brewing=Lucky Day IPA],[Lagunitas Brewing Company=IPA]
0.005,1.000,[Firestone Walker Brewing Company=Velvet Merlin]-[Central Coast Brewing=Stenner Creek Stout],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.007,0.429,[Saint Archer Brewing Company=IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Anderson Valley Brewing Company=Boont Amber Ale]
0.005,0.357,[Lagunitas Brewing Company=A Little Sumpin' Extra! Ale],[Lagunitas Brewing Company=Lagunitas Sucks]
0.007,0.200,[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.316,[Rogue Ales & Spirits=Hazelnut Brown Nectar],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.385,[Firestone Walker Brewing Company=Bretta Weisse],[Russian River Brewing Company=Pliny the Elder]
0.007,0.750,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Ballast Point Brewing & Spirits=Victory at Sea],[Russian River Brewing Company=Blind Pig IPA]
0.005,0.455,[Figueroa Mountain Brewing Co.=Big Cone Black Ale],[Modern Times Beer=Black House]
0.005,0.294,[Stone Brewing Co.=Stochasticity Project: Master of Disguise],[Firestone Walker Brewing Company=Easy Jack]
0.008,0.412,[Stone Brewing Co.=Stone Go To IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.417,[Heretic Brewing Company=Evil Twin],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Sierra Nevada Brewing Co.=Pale Ale],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.009,0.242,[Stone Brewing Co.=Stone IPA],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.294,[Drake's Brewing Company=1500 Pale Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.357,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.238,[North Coast Brewing Company=Brother Thelonious],[Lagunitas Brewing Company=IPA]
0.008,0.412,[Trumer=Trumer Pils],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.294,[Golden Road Brewing=Wolf Among Weeds],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.008,0.259,[Deschutes Brewery=Fresh Squeezed IPA],[Firestone Walker Brewing Company=Velvet Merlin]
0.007,0.500,[Grupo Modelo S.A. de C.V.=Modelo Especial]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.316,[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager],[New Belgium Brewing Company=Fat Tire]
0.007,0.286,[BarrelHouse Brewing Co=BarrelHouse IPA],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.357,[New Belgium Brewing Company=1554],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.294,[Karl Strauss Brewing Company=Tower 10 IPA],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.312,[BarrelHouse Brewing Co=Templeton - Kolsch Style Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.008,0.241,[Firestone Walker Brewing Company=Union Jack IPA],[Firestone Walker Brewing Company=Opal]
0.005,0.556,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Kona Brewing Company=Big Wave Golden Ale],[Allagash Brewing Company=White]
0.007,0.214,[Sapporo Breweries=Sapporo Premium Beer],[Heineken=Heineken]
0.005,0.312,[Speakeasy Ales & Lagers=Prohibition Ale],[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest]
0.005,0.333,[Bang The Drum Brewery=Das Weiss],[Bang The Drum Brewery=King Maté]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.357,[New Belgium Brewing Company=Accumulation],[Deschutes Brewery=Fresh Squeezed IPA]
0.007,0.207,[Firestone Walker Brewing Company=Union Jack IPA],[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack]
0.007,0.261,[Firestone Walker Brewing Company=Oaktoberfest],[The Bruery=Mischief]
0.005,0.250,[21st Amendment Brewery=Brew Free! or Die IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.500,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=805 Blonde],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.385,[Duvel Moortgat=Duvel],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.294,[Trumer=Trumer Pils],[Ballast Point Brewing & Spirits=Pale Ale (Yellowtail)]
0.005,0.625,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack],[Sapporo Breweries=Sapporo Premium Beer]
0.007,0.286,[Figueroa Mountain Brewing Co.=Danish Red Lager],[Goose Island Beer Co.=Goose IPA]
0.005,0.556,[The Bruery=Mischief]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.238,[The Bruery=Mischief],[Boulevard Brewing Co.=Tank 7 Farmhouse Ale]
0.005,0.227,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Goose Island Beer Co.=Goose IPA]
0.005,0.333,[Kona Brewing Company=Big Wave Golden Ale],[Stone Brewing Co.=Stone IPA]
0.007,1.000,[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.417,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA],[Sapporo Breweries=Sapporo Premium Beer]
0.005,1.000,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Pale 31],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Stone Brewing Co.=Stone Ruination IPA]
0.005,0.294,[Lost Coast Brewery=Great White],[North Coast Brewing Company=Scrimshaw Pilsner]
0.007,0.500,[Hangar 24 Craft Brewery=Chocolate Porter],[Stone Brewing Co.=Stone Smoked Porter]
0.007,0.750,[Firestone Walker Brewing Company=805 Blonde]-[Golden Road Brewing=Point The Way IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.417,[Hangar 24 Craft Brewery=Chocolate Porter],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.357,[Miller Brewing Company=Miller Lite],[Coors Brewing Company=Coors Light]
0.007,0.222,[New Belgium Brewing Company=Fat Tire],[Karl Strauss Brewing Company=Red Trolley Ale]
0.007,0.240,[Firestone Walker Brewing Company=Opal],[Heretic Brewing Company=Shallow Grave]
0.007,0.222,[Ballast Point Brewing & Spirits=Victory at Sea],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]
0.007,0.429,[Stone Brewing Co.=Stone Farking Wheaton w00tstout (2015)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.013,0.203,[Firestone Walker Brewing Company=805 Blonde],[Lagunitas Brewing Company=IPA]
0.005,0.455,[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)],[Stone Brewing Co.=Stochasticity Project: Master of Disguise]-[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.263,[Rogue Ales & Spirits=Hazelnut Brown Nectar],[BarrelHouse Brewing Co=BarrelHouse Stout]
0.005,0.312,[Firestone Walker Brewing Company=Lil' Opal],[Lagunitas Brewing Company=The Hairy Eyeball]
0.008,0.280,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Belching Beaver=Peanut Butter Milk Stout]
0.007,0.353,[Karl Strauss Brewing Company=Red Trolley Ale],[New Belgium Brewing Company=Fat Tire]
0.008,0.412,[Karl Strauss Brewing Company=Red Trolley Ale],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.556,[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.007,0.231,[Deschutes Brewery=Mirror Pond Pale Ale],[Anchor Brewing Company=Anchor Steam Beer]
0.007,0.240,[Guinness=Guinness Draught],[Belching Beaver=Peanut Butter Milk Stout]
0.005,1.000,[Russian River Brewing Company=Blind Pig IPA]-[Firestone Walker Brewing Company=Agrestic]-[Ballast Point Brewing & Spirits=Victory at Sea],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.238,[The Bruery=Mischief],[Heretic Brewing Company=Shallow Grave]
0.008,0.412,[Karl Strauss Brewing Company=Tower 10 IPA],[New Belgium Brewing Company=Fat Tire]
0.007,0.545,[Firestone Walker Brewing Company=Maltose Falcons],[Firestone Walker Brewing Company=Double DBA]
0.005,1.000,[Blue Moon Brewing Company=Belgian White]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.250,[Stone Brewing Co.=Stone Ruination IPA],[Dogfish Head Craft Brewery=Punkin Ale]
0.005,0.500,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Heretic Brewing Company=Chocolate Hazelnut Porter],[Lagunitas Brewing Company=Lagunitas Sucks]
