file              min_sup     min_conf                                                                                                                                                                                            
out1_untappd.csv  0.005       0.6                                                                                                                                                                                                 
support           confidence  antecedent                                                                                                                                                                                          consequent
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                     {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                     {Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                     {Firestone Walker Brewing Company+Easy Jack}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                     {Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                     {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                     {Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}                                                                                                                            {Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}                                                                                                                            {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}                                                                                                                            {Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Ballast Point Brewing & Spirits+Longfin Lager}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                        {Modern Times Beer+Fortunate Islands}
0.006             0.800       {Ballast Point Brewing & Spirits+Longfin Lager}-{Modern Times Beer+Fortunate Islands}                                                                                                               {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}
0.006             0.800       {Bayerische Staatsbrauerei Weihenstephan+Weihenstephaner Hefeweissbier}-{Firestone Walker Brewing Company+805 Blonde}                                                                               {Anchor Brewing Company+Anchor Steam Beer}
0.006             0.800       {Bayerische Staatsbrauerei Weihenstephan+Weihenstephaner Hefeweissbier}-{Firestone Walker Brewing Company+805 Blonde}                                                                               {Lagunitas Brewing Company+IPA}
0.006             0.800       {Bear Republic Brewing Co.+Apex™}                                                                                                                                                                   {Ballast Point Brewing & Spirits+Sculpin IPA}
0.006             0.800       {Bear Republic Brewing Co.+Big Bear Black Stout™}                                                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Bear Republic Brewing Co.+Racer 5 IPA®}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                               {Goose Island Beer Co.+Matilda}
0.006             0.800       {Bear Republic Brewing Co.+Racer 5 IPA®}-{Oskar Blues Brewery+Dale's Pale Ale}                                                                                                                      {Arrogant Bastard Brewing Co.+Arrogant Bastard Ale}
0.006             0.800       {Belching Beaver+Peanut Butter Milk Stout}-{Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                      {Figueroa Mountain Brewing Co.+Danish Red Lager}
0.006             0.800       {Belching Beaver+Peanut Butter Milk Stout}-{Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                      {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Belching Beaver+Peanut Butter Milk Stout}-{Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                      {Firestone Walker Brewing Company+805 Blonde}-{Figueroa Mountain Brewing Co.+Danish Red Lager}
0.006             0.800       {Blue Moon Brewing Company+Harvest Pumpkin Ale}                                                                                                                                                     {New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Boddington's Brewery+Pub Ale}                                                                                                                                                                      {Ballast Point Brewing & Spirits+Grunion Pale Ale}
0.006             0.800       {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}-{Firestone Walker Brewing Company+Opal}                                                                                                                {Saint Archer Brewing Company+White Ale}
0.006             0.800       {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                             {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                             {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                             {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                             {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                             {Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                             {Firestone Walker Brewing Company+Easy Jack}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                             {Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Clown Shoes+Galactica}                                                                                                                                                                             {Dogfish Head Craft Brewery+90 Minute IPA}
0.006             0.800       {Clown Shoes+Galactica}                                                                                                                                                                             {Dogfish Head Craft Brewery+90 Minute IPA}-{The Bruery+7 Swans-A-Swimming}
0.006             0.800       {Clown Shoes+Galactica}                                                                                                                                                                             {The Bruery+7 Swans-A-Swimming}
0.006             0.800       {Deschutes Brewery+Chasin' Freshies}                                                                                                                                                                {Firestone Walker Brewing Company+Opal}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Karl Strauss Brewing Company+Tower 10 IPA}                                                                                                                {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                  {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                  {Firestone Walker Brewing Company+805 Blonde}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                  {Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                  {Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                  {New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                  {Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                  {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}                                                           {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}                                                           {Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Grupo Modelo S.A. de C.V.+Modelo Especial}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Kona Brewing Company+Fire Rock Pale Ale}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {Kona Brewing Company+Fire Rock Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                                   {New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Stella Artois+Stella Artois}                                                                                                                              {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Stella Artois+Stella Artois}                                                                                                                              {Firestone Walker Brewing Company+805 Blonde}-{Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}
0.006             0.800       {Deschutes Brewery+Mirror Pond Pale Ale}-{Stella Artois+Stella Artois}-{Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}                             {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Drake's Brewing Company+1500 Pale Ale}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                {Ballast Point Brewing & Spirits+Fathom}
0.006             0.800       {Drake's Brewing Company+Denogginizer}-{Russian River Brewing Company+Pliny the Elder}                                                                                                              {Stone Brewing Co.+19th Anniversary Thunderstruck IPA}
0.006             0.800       {Figueroa Mountain Brewing Co.+Hurricane Deck}-{Belching Beaver+Peanut Butter Milk Stout}                                                                                                           {Dogfish Head Craft Brewery+Punkin Ale}
0.006             0.800       {Figueroa Mountain Brewing Co.+Hurricane Deck}-{Belching Beaver+Peanut Butter Milk Stout}                                                                                                           {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Ballast Point Brewing & Spirits+Pale Ale (Yellowtail)}                                                                                               {New Belgium Brewing Company+Rampant}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Bayerische Staatsbrauerei Weihenstephan+Weihenstephaner Hefeweissbier}                                                                               {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}                                                                                        {Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}                                                                                        {Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}                                                                                        {Firestone Walker Brewing Company+Easy Jack}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}                                                                                        {Firestone Walker Brewing Company+Easy Jack}-{Sierra Nevada Brewing Co.+Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}                                                                                        {Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}                                                                                        {Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}                                                                                        {Sierra Nevada Brewing Co.+Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Coronado Brewing Company+Idiot IPA}                                                                                                                  {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}-{New Belgium Brewing Company+Fat Tire}                                                                   {Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}                                                                 {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}                                                                 {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}                                                                 {Kona Brewing Company+Fire Rock Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}                                                                 {Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{New Belgium Brewing Company+Fat Tire}                                                                   {Anchor Brewing Company+Anchor Steam Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Goose Island Beer Co.+Goose IPA}                                                                                                                     {New Belgium Brewing Company+Rampant}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Karl Strauss Brewing Company+Tower 10 IPA}                                                                                                           {Deschutes Brewery+Mirror Pond Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {Deschutes Brewery+Mirror Pond Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {Deschutes Brewery+Mirror Pond Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                    {Deschutes Brewery+Mirror Pond Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                    {Deschutes Brewery+Mirror Pond Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                    {Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}                                                                                                             {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}                                                                    {New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Lagunitas Brewing Company+IPA}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                              {Stone Brewing Co.+Stone IPA}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Lagunitas Brewing Company+New Dogtown Pale Ale}                                                                                                      {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                   {Belching Beaver+Peanut Butter Milk Stout}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                   {Belching Beaver+Peanut Butter Milk Stout}-{Figueroa Mountain Brewing Co.+Danish Red Lager}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                   {Figueroa Mountain Brewing Co.+Danish Red Lager}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Oskar Blues Brewery+Mama's Little Yella Pils}                                                                                                        {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Oskar Blues Brewery+Mama's Little Yella Pils}                                                                                                        {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Oskar Blues Brewery+Mama's Little Yella Pils}                                                                                                        {Lagunitas Brewing Company+IPA}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Oskar Blues Brewery+Mama's Little Yella Pils}                                                                                                        {Saint Archer Brewing Company+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Saint Archer Brewing Company+Pale Ale}                                                                                                               {Firestone Walker Brewing Company+Easy Jack}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Saint Archer Brewing Company+Pale Ale}                                                                                                               {Golden Road Brewing+Point The Way IPA}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Saint Archer Brewing Company+Pale Ale}                                                                                                               {Oskar Blues Brewery+Mama's Little Yella Pils}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}                                                                     {Anchor Brewing Company+Anchor Steam Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}                                                                     {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}                                                                     {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}                                                                     {Cervecería Cuauhtémoc Moctezuma S.A. de C.V.+Dos Equis Amber}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}                                                                     {Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}                                                                     {New Belgium Brewing Company+Fat Tire}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}                                                                     {Sapporo Breweries+Sapporo Premium Beer}
0.006             0.800       {Firestone Walker Brewing Company+805 Blonde}-{Stone Brewing Co.+Stone IPA}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                {Lagunitas Brewing Company+IPA}
0.006             0.800       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Belching Beaver+Beavers Milk}                                                                                                           {Ballast Point Brewing & Spirits+Sculpin IPA}
0.006             0.800       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                             {BarrelHouse Brewing Co+Templeton - Kolsch Style Ale}
0.006             0.800       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Firestone Walker Brewing Company+Pivo Pils}                                                                                             {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.800       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Firestone Walker Brewing Company+Pivo Pils}                                                                                             {Stone Brewing Co.+Stone Ruination IPA}
0.006             0.800       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Oskar Blues Brewery+Mama's Little Yella Pils}                                                                                           {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Stone Brewing Co.+Stone Ruination IPA}                                                                                                  {Central Coast Brewing+Catch 23}
0.006             0.800       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Stone Brewing Co.+Stone Ruination IPA}                                                                                                  {Firestone Walker Brewing Company+Pivo Pils}
0.006             0.800       {Firestone Walker Brewing Company+Easy Jack}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                               {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Firestone Walker Brewing Company+Easy Jack}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                               {Stone Brewing Co.+Stone Ruination IPA}
0.006             0.800       {Firestone Walker Brewing Company+Easy Jack}-{New Belgium Brewing Company+Fat Tire}                                                                                                                 {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+Easy Jack}-{New Belgium Brewing Company+Fat Tire}                                                                                                                 {Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+Hammersmith IPA}                                                                                                                                                  {Lagunitas Brewing Company+DoppelSticky}
0.006             0.800       {Firestone Walker Brewing Company+Hammersmith IPA}                                                                                                                                                  {Modern Times Beer+Black House}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                               {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                               {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                               {Stone Brewing Co.+Stone IPA}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Anchor Brewing Company+Anchor Steam Beer}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Deschutes Brewery+Mirror Pond Pale Ale}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Firestone Walker Brewing Company+805 Blonde}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}
0.006             0.800       {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Stella Artois+Stella Artois}
